Protein id,number in CRISPR array,Number in genome sequences,Co-occurance,BLASTp derived description,
9038|*|gene_3819270|GeneMark.hmm|904_aa|-|11462|14176,5022,58409,0.0859799,Cas1,
7781|*|gene_42470|GeneMark.hmm|947_aa|-|4661|7504,3,35,0.085714286,Galactose oxidase,
14069|*|gene_1519608|GeneMark.hmm|784_aa|+|33809|36163,27,323,0.083591331,peptidylglycan binding domain protein?,
7511|*|gene_2234723|GeneMark.hmm|960_aa|-|1794|4676,4,48,0.083333333,SH3-domain containing protein,
2556|*|gene_2054716|GeneMark.hmm|1287_aa|-|6554|10417,7312,88941,0.082211803,PAS domain S-box protein,
3344|*|gene_16662|GeneMark.hmm|1197_aa|+|128|3721,5,61,0.081967213,Unknown,
970|*|gene_3341778|GeneMark.hmm|1607_aa|-|4525|9348,13738,167834,0.08185469,histidine kinase,
11492|*|gene_1448049|GeneMark.hmm|838_aa|-|6911|9427,9476,116731,0.081178093,histidine kinase,
3230|*|gene_3971388|GeneMark.hmm|1209_aa|-|7585|11214,40,493,0.081135903,NACHT domain containing protein,
4557|*|gene_287|GeneMark.hmm|1104_aa|+|299818|303132,13,161,0.080745342,unknown,
1735|*|gene_6184|GeneMark.hmm|1393_aa|-|18295|22476,44,545,0.080733945,unknown,
10428|*|gene_3358962|GeneMark.hmm|863_aa|+|18533|21124,7284,90568,0.080425757,ATP-binding casette domain-containing protein,
9647|*|gene_4021739|GeneMark.hmm|885_aa|-|16741|19398,6,75,0.08,Unknown,
7903|*|gene_45629|GeneMark.hmm|942_aa|-|10464|13292,5001,62833,0.079591934,hydrolase,
4510|*|gene_3852349|GeneMark.hmm|1108_aa|-|1566|4892,6855,86383,0.079355892,cation-transporting P-type ATPase,
1557|*|gene_3929034|GeneMark.hmm|1428_aa|+|12305|16591,8348,105934,0.078803783,oxidoreductase,
12594|*|gene_45171|GeneMark.hmm|812_aa|+|20887|23325,82,1049,0.078169685,phospholipase,
2043|*|gene_3573851|GeneMark.hmm|1348_aa|-|5906|9952,6179,80010,0.077227847,copper-translocating P-type ATPase,
15365|*|gene_1183861|GeneMark.hmm|760_aa|+|21546|23828,139,1811,0.076753175,DNA primase,
2165|*|gene_3034947|GeneMark.hmm|1334_aa|-|1|4002,12,157,0.076433121,Unknown,
11769|*|gene_16134|GeneMark.hmm|830_aa|+|3578|6070,5000,66526,0.075158585,oxidoreductase,
1772|*|gene_1866138|GeneMark.hmm|1388_aa|-|24184|28350,39,520,0.075,Type V-B effector,
9474|*|gene_60445|GeneMark.hmm|891_aa|-|11911|14586,6365,85147,0.074753074,,
3726|*|gene_3153539|GeneMark.hmm|1165_aa|+|4506|8003,9205,123473,0.074550711,,
14218|*|gene_10895|GeneMark.hmm|779_aa|-|90537|92876,2,27,0.074074074,,
4571|*|gene_42988|GeneMark.hmm|1103_aa|-|2704|6015,5000,68084,0.073438693,,
1156|*|gene_2149264|GeneMark.hmm|1537_aa|-|3300|7913,13665,188873,0.072350204,,
13742|*|gene_8932|GeneMark.hmm|789_aa|+|27415|29784,31,429,0.072261072,,
2723|*|gene_3604265|GeneMark.hmm|1263_aa|+|14553|18344,47,652,0.07208589,,
12139|*|gene_2333781|GeneMark.hmm|823_aa|+|2706|5177,11,153,0.071895425,,
72|*|gene_282380|GeneMark.hmm|3127_aa|+|762|10145,14004,194888,0.071856656,,
13543|*|gene_2159426|GeneMark.hmm|794_aa|-|14221|16605,8,112,0.071428571,,
9756|*|gene_2156459|GeneMark.hmm|882_aa|-|10943|13591,3,42,0.071428571,,
1408|*|gene_2019767|GeneMark.hmm|1462_aa|-|21152|25540,91,1276,0.071316614,,
2844|*|gene_13366|GeneMark.hmm|1245_aa|+|16388|20125,35,492,0.071138211,,
2773|*|gene_1613271|GeneMark.hmm|1256_aa|-|5151|8921,6083,85856,0.070851193,,
2203|*|gene_3062341|GeneMark.hmm|1332_aa|-|3|3998,11,157,0.070063694,,
4453|*|gene_4530226|GeneMark.hmm|1112_aa|-|2925|6263,5979,85970,0.069547517,,
14813|*|gene_4447|GeneMark.hmm|768_aa|-|151265|153571,4713,67830,0.06948253,,
13874|*|gene_1248325|GeneMark.hmm|788_aa|-|4511|6877,48,692,0.069364162,,
12356|*|gene_4117335|GeneMark.hmm|819_aa|-|5403|7862,5889,85058,0.06923511,,
7695|*|gene_540974|GeneMark.hmm|953_aa|+|34292|37153,5949,86232,0.068988311,,
13256|*|gene_4237270|GeneMark.hmm|800_aa|-|19512|21914,5014,72860,0.068816909,,
8364|*|gene_5422|GeneMark.hmm|925_aa|+|180|2957,16,234,0.068376068,,
6515|*|gene_2098031|GeneMark.hmm|1005_aa|+|16628|19645,5465,80167,0.068170195,,
8875|*|gene_1546728|GeneMark.hmm|909_aa|+|6533|9262,5019,73781,0.068025643,,
12653|*|gene_27922|GeneMark.hmm|811_aa|-|32783|35218,8,118,0.06779661,,
4136|*|gene_39144|GeneMark.hmm|1132_aa|+|12494|15892,22,328,0.067073171,,
5569|*|gene_4815689|GeneMark.hmm|1049_aa|-|45234|48383,5201,77755,0.066889589,,
15533|*|gene_4825434|GeneMark.hmm|757_aa|+|9655|11928,5723,85589,0.066866069,,
15735|*|gene_2314836|GeneMark.hmm|753_aa|-|1706|3967,5273,78912,0.066821269,,
1406|*|gene_3613735|GeneMark.hmm|1462_aa|+|1189|5577,5000,75054,0.066618701,,
6709|*|gene_45116|GeneMark.hmm|995_aa|+|23279|26266,5000,75126,0.066554855,,
5945|*|gene_1243778|GeneMark.hmm|1032_aa|-|34444|37542,143,2150,0.066511628,,
3309|*|gene_10261|GeneMark.hmm|1201_aa|-|75782|79387,5001,75326,0.066391419,,
13402|*|gene_2031818|GeneMark.hmm|797_aa|+|4682|7075,5762,86818,0.066368725,,
7080|*|gene_2313652|GeneMark.hmm|980_aa|-|2657|5599,5143,77527,0.066338179,,
14575|*|gene_2176456|GeneMark.hmm|774_aa|+|23572|25896,5647,85152,0.066316704,,
9839|*|gene_3905931|GeneMark.hmm|880_aa|-|780|3422,5146,78254,0.065760217,,
9931|*|gene_1715412|GeneMark.hmm|877_aa|-|22487|25120,5618,85452,0.065744512,,
9409|*|gene_264305|GeneMark.hmm|893_aa|-|30712|33393,5582,85307,0.065434255,,
2126|*|gene_23|GeneMark.hmm|1336_aa|+|23365|27375,5001,76586,0.065299141,,
3571|*|gene_2385924|GeneMark.hmm|1177_aa|+|277|3810,11,169,0.065088757,,
6089|*|gene_710851|GeneMark.hmm|1026_aa|-|14919|17999,5609,86209,0.065062812,,
14743|*|gene_3985088|GeneMark.hmm|771_aa|+|1178|3493,5141,79024,0.065056185,,
13909|*|gene_656934|GeneMark.hmm|787_aa|-|34065|36428,5675,87391,0.064938037,,
7816|*|gene_365902|GeneMark.hmm|948_aa|+|15927|18773,5022,77362,0.064915592,,
6641|*|gene_41040|GeneMark.hmm|998_aa|+|32182|35178,5000,77201,0.064766,,
11402|*|gene_14474|GeneMark.hmm|839_aa|+|3017|5536,5000,77265,0.064712354,,
15821|*|gene_2268390|GeneMark.hmm|752_aa|+|1651|3909,5126,79477,0.064496647,,
2409|*|gene_41778|GeneMark.hmm|1305_aa|-|26522|30439,808,12541,0.064428674,,
6315|*|gene_507987|GeneMark.hmm|1015_aa|-|25630|28677,5103,79233,0.064404983,,
835|*|gene_4800969|GeneMark.hmm|1675_aa|+|3019|8046,5000,77675,0.064370776,,
2516|*|gene_2111553|GeneMark.hmm|1293_aa|+|3416|7297,7719,120008,0.064320712,,
10110|*|gene_3108812|GeneMark.hmm|872_aa|+|13380|15998,5046,78669,0.064142165,,
5511|*|gene_1645411|GeneMark.hmm|1052_aa|+|16082|19240,5060,78935,0.064103376,,
6009|*|gene_2313386|GeneMark.hmm|1029_aa|-|794|3883,5051,79008,0.063930235,,
1439|*|gene_3207742|GeneMark.hmm|1456_aa|+|520|4890,5309,84925,0.062513983,,
11110|*|gene_2507854|GeneMark.hmm|846_aa|+|917|3457,5008,80126,0.06250156,,
13687|*|gene_1723360|GeneMark.hmm|792_aa|-|25582|27960,6,96,0.0625,,
5048|*|gene_12889|GeneMark.hmm|1076_aa|-|922|4152,5,80,0.0625,,
11090|*|gene_69946|GeneMark.hmm|846_aa|+|30425|32965,5010,80184,0.062481293,,
10128|*|gene_951826|GeneMark.hmm|871_aa|-|13758|16373,5001,80042,0.062479698,,
12064|*|gene_2209411|GeneMark.hmm|825_aa|+|10155|12632,5011,80206,0.062476623,,
1120|*|gene_4554255|GeneMark.hmm|1548_aa|+|6458|11104,5000,80048,0.062462522,,
12321|*|gene_76845|GeneMark.hmm|819_aa|-|33895|36354,5001,80098,0.062436016,,
15852|*|gene_926655|GeneMark.hmm|751_aa|-|12196|14451,5000,80085,0.062433664,,
2949|*|gene_4866197|GeneMark.hmm|1236_aa|+|1971|5681,5000,80109,0.06241496,,
13414|*|gene_2184621|GeneMark.hmm|797_aa|+|37323|39716,5000,80133,0.062396266,,
7384|*|gene_3861818|GeneMark.hmm|965_aa|-|6638|9535,5014,80389,0.062371718,,
7235|*|gene_1495998|GeneMark.hmm|972_aa|+|12889|15807,5017,80513,0.062312918,,
8880|*|gene_2013346|GeneMark.hmm|909_aa|-|15894|18623,5015,80617,0.062207723,,
8658|*|gene_672106|GeneMark.hmm|917_aa|+|3713|6466,5007,80508,0.062192577,,
7130|*|gene_2274674|GeneMark.hmm|978_aa|+|6516|9452,5014,81018,0.061887482,,
2488|*|gene_4236215|GeneMark.hmm|1296_aa|+|279|4169,5000,81011,0.061720013,,
10542|*|gene_2104949|GeneMark.hmm|860_aa|-|35630|38212,4936,80035,0.061673018,,
14615|*|gene_4142950|GeneMark.hmm|774_aa|-|3503|5827,5000,81320,0.061485489,,
13455|*|gene_94248|GeneMark.hmm|796_aa|-|15709|18099,5107,83084,0.061467912,,
8751|*|gene_2216743|GeneMark.hmm|913_aa|-|6307|9048,4920,80056,0.06145698,,
2614|*|gene_4134826|GeneMark.hmm|1280_aa|+|9032|12874,5003,81566,0.061336832,,
1385|*|gene_4671344|GeneMark.hmm|1468_aa|-|21879|26282,5044,82360,0.061243322,,
9242|*|gene_3698689|GeneMark.hmm|898_aa|+|14718|17414,5001,81811,0.061128699,,
10404|*|gene_4450957|GeneMark.hmm|864_aa|-|7066|9660,5000,81855,0.061083623,,
8743|*|gene_4486445|GeneMark.hmm|914_aa|-|23146|25890,5001,81978,0.061004172,,
228|*|gene_4053875|GeneMark.hmm|2261_aa|-|10846|17631,11384,187219,0.060805794,,
14242|*|gene_1146985|GeneMark.hmm|780_aa|-|2444|4786,5656,93199,0.060687346,,
9398|*|gene_4313283|GeneMark.hmm|893_aa|-|19435|22116,5132,85393,0.060098603,,
9195|*|gene_4865593|GeneMark.hmm|899_aa|-|18222|20921,5000,83317,0.060011762,,
10804|*|gene_4342394|GeneMark.hmm|854_aa|-|3855|6419,6095,102032,0.059736161,,
7131|*|gene_961319|GeneMark.hmm|977_aa|-|17949|20882,5001,83755,0.059709868,,
6268|*|gene_969727|GeneMark.hmm|1018_aa|+|2|3058,5071,85066,0.059612536,,
1125|*|gene_596467|GeneMark.hmm|1547_aa|+|829|5472,5007,84007,0.059602176,,
15419|*|gene_3962892|GeneMark.hmm|759_aa|-|3486|5765,5028,84527,0.059483952,,
6118|*|gene_65133|GeneMark.hmm|1025_aa|-|9825|12902,5118,86194,0.059377683,,
15340|*|gene_3283855|GeneMark.hmm|761_aa|-|5745|8030,5040,85132,0.05920218,,
6637|*|gene_3768194|GeneMark.hmm|999_aa|-|14164|17163,4916,83108,0.059151947,,
1577|*|gene_2618992|GeneMark.hmm|1424_aa|+|965|5239,5005,84903,0.058949625,,
15112|*|gene_237122|GeneMark.hmm|765_aa|+|1488|3785,5038,85593,0.058859954,,
10056|*|gene_3676658|GeneMark.hmm|874_aa|-|9954|12578,5001,85015,0.058824913,,
10242|*|gene_3673382|GeneMark.hmm|869_aa|+|9176|11785,5000,85015,0.058813151,,
11520|*|gene_2326477|GeneMark.hmm|837_aa|+|1|2514,5002,85068,0.058800019,,
3937|*|gene_3975004|GeneMark.hmm|1149_aa|+|4040|7489,5000,85100,0.058754407,,
4037|*|gene_2191264|GeneMark.hmm|1140_aa|-|28455|31877,5005,85438,0.058580491,,
6005|*|gene_4311539|GeneMark.hmm|1029_aa|-|10990|14079,5000,85370,0.058568584,,
14808|*|gene_3798221|GeneMark.hmm|770_aa|-|12211|14523,5331,91175,0.058469975,,
13671|*|gene_1889563|GeneMark.hmm|792_aa|-|8336|10714,5031,86201,0.058363592,,
4678|*|gene_3388151|GeneMark.hmm|1098_aa|+|36232|39528,4758,81640,0.058280255,,
11728|*|gene_3804279|GeneMark.hmm|833_aa|-|12967|15468,5033,86547,0.058153373,,
9679|*|gene_3886596|GeneMark.hmm|884_aa|+|14658|17312,5013,86686,0.057829407,,
625|*|gene_1549581|GeneMark.hmm|1805_aa|+|6582|11999,5047,87370,0.057765824,,
989|*|gene_168|GeneMark.hmm|1595_aa|-|187567|192354,24,416,0.057692308,,
10070|*|gene_1806653|GeneMark.hmm|873_aa|-|3428|6049,5021,87190,0.057586879,,
12023|*|gene_906963|GeneMark.hmm|826_aa|-|17208|19688,4915,85390,0.057559433,,
3434|*|gene_1633692|GeneMark.hmm|1190_aa|+|32755|36327,7551,131353,0.057486316,,
7602|*|gene_2643921|GeneMark.hmm|957_aa|+|270|3143,4842,84281,0.057450671,,
5037|*|gene_2274063|GeneMark.hmm|1078_aa|-|14305|17541,5011,87491,0.057274463,,
8154|*|gene_831213|GeneMark.hmm|935_aa|-|11660|14467,4666,81558,0.057210819,,
12476|*|gene_4550156|GeneMark.hmm|816_aa|-|7238|9688,4,70,0.057142857,,
11829|*|gene_1402727|GeneMark.hmm|830_aa|-|7747|10239,4885,85533,0.05711246,,
12249|*|gene_87298|GeneMark.hmm|821_aa|-|17378|19843,4853,85400,0.056826698,,
8457|*|gene_1158325|GeneMark.hmm|923_aa|-|561|3332,5009,88305,0.056723855,,
8338|*|gene_4064540|GeneMark.hmm|928_aa|+|17395|20181,4833,85317,0.056647561,,
14911|*|gene_28713|GeneMark.hmm|767_aa|-|36539|38842,9,159,0.056603774,,
5962|*|gene_2096837|GeneMark.hmm|1031_aa|+|8033|11128,15,265,0.056603774,,
6988|*|gene_34977|GeneMark.hmm|984_aa|-|32710|35664,5184,91716,0.056522308,,
4734|*|gene_26926|GeneMark.hmm|1094_aa|-|11406|14690,21,372,0.056451613,,
5007|*|gene_4580036|GeneMark.hmm|1080_aa|-|19269|22511,4823,85454,0.056439722,,
3324|*|gene_16292|GeneMark.hmm|1201_aa|-|32837|36442,5104,90435,0.056438326,,
13043|*|gene_2313243|GeneMark.hmm|804_aa|+|8073|10487,5144,91392,0.056285014,,
2534|*|gene_2091423|GeneMark.hmm|1291_aa|+|1538|5413,5151,91601,0.056233011,,
12631|*|gene_4257703|GeneMark.hmm|813_aa|-|4305|6746,4557,81038,0.056232878,,
7480|*|gene_17721|GeneMark.hmm|959_aa|-|2|2878,7,125,0.056,,
6388|*|gene_4038338|GeneMark.hmm|1012_aa|-|16352|19390,4759,85290,0.055797866,,
4362|*|gene_1333982|GeneMark.hmm|1118_aa|-|8364|11720,5331,95879,0.055601331,,
5|*|gene_329146|GeneMark.hmm|6208_aa|-|1|18624,36945,665456,0.055518321,,
3512|*|gene_2176873|GeneMark.hmm|1182_aa|+|25612|29160,5234,94389,0.055451377,,
5917|*|gene_26577|GeneMark.hmm|1031_aa|+|14756|17851,7,127,0.05511811,,
786|*|gene_21901|GeneMark.hmm|1698_aa|-|27640|32736,6,109,0.055045872,,
13660|*|gene_17602|GeneMark.hmm|791_aa|-|10085|12460,8,146,0.054794521,,
10775|*|gene_14763|GeneMark.hmm|853_aa|-|12937|15498,28,512,0.0546875,,
14126|*|gene_443834|GeneMark.hmm|782_aa|+|986|3334,4400,81511,0.053980444,,
5562|*|gene_3352461|GeneMark.hmm|1050_aa|-|2|3151,9,167,0.053892216,,
6197|*|gene_2055261|GeneMark.hmm|1021_aa|+|16617|19682,5131,95364,0.053804371,,
121|*|gene_4442182|GeneMark.hmm|2666_aa|-|17262|25262,19406,360779,0.053789162,,
14121|*|gene_3617178|GeneMark.hmm|782_aa|-|171|2519,4383,81515,0.053769245,,
13764|*|gene_3965384|GeneMark.hmm|790_aa|-|14672|17044,40,748,0.053475936,,
9314|*|gene_4286893|GeneMark.hmm|896_aa|+|23155|25845,5902,110583,0.053371676,,
2051|*|gene_2258646|GeneMark.hmm|1348_aa|+|13984|18030,4783,89928,0.053186994,,
13463|*|gene_3957334|GeneMark.hmm|796_aa|-|1207|3597,4317,81252,0.053131,,
12372|*|gene_3930243|GeneMark.hmm|818_aa|+|11994|14450,5097,96033,0.053075505,,
15172|*|gene_681396|GeneMark.hmm|764_aa|+|15511|17805,4299,81289,0.052885384,,
13416|*|gene_2226925|GeneMark.hmm|797_aa|-|3400|5793,8,152,0.052631579,,
155|*|gene_4136521|GeneMark.hmm|2516_aa|-|6804|14354,13607,260359,0.052262453,,
6401|*|gene_1333754|GeneMark.hmm|1011_aa|+|5512|8547,6262,121054,0.05172898,,
4342|*|gene_4922716|GeneMark.hmm|1120_aa|-|7277|10639,5000,96772,0.051667838,,
117|*|gene_1780576|GeneMark.hmm|2681_aa|+|30675|38720,14104,274846,0.05131601,,
11901|*|gene_40769|GeneMark.hmm|828_aa|-|12186|14672,2,39,0.051282051,,
4896|*|gene_2255454|GeneMark.hmm|1086_aa|+|7568|10828,40,789,0.050697085,,
9624|*|gene_4451575|GeneMark.hmm|886_aa|-|6774|9434,4169,82413,0.050586679,,
1922|*|gene_1221617|GeneMark.hmm|1365_aa|-|33530|37627,5349,105853,0.050532342,,
1480|*|gene_2080074|GeneMark.hmm|1447_aa|-|34634|38977,11104,221054,0.05023207,,
4645|*|gene_1524999|GeneMark.hmm|1100_aa|-|35696|38998,8659,175245,0.049410825,,
2294|*|gene_1862819|GeneMark.hmm|1322_aa|+|8695|12663,5576,113059,0.049319382,,
7305|*|gene_54737|GeneMark.hmm|969_aa|-|9101|12010,7174,146612,0.048931875,,
14536|*|gene_40384|GeneMark.hmm|774_aa|+|2929|5253,2,41,0.048780488,,
10001|*|gene_4196417|GeneMark.hmm|875_aa|+|21207|23834,10,205,0.048780488,,
2224|*|gene_1962770|GeneMark.hmm|1330_aa|-|9587|13579,8087,167357,0.048321851,,
666|*|gene_1401770|GeneMark.hmm|1775_aa|+|24800|30127,10886,226824,0.047993158,,
1403|*|gene_65549|GeneMark.hmm|1462_aa|-|13092|17480,20,419,0.047732697,,
3891|*|gene_46760|GeneMark.hmm|1151_aa|-|20590|24045,6,126,0.047619048,,
252|*|gene_1629367|GeneMark.hmm|2214_aa|-|22010|28654,9584,201487,0.047566344,,
6214|*|gene_965618|GeneMark.hmm|1020_aa|+|28672|31734,4002,84358,0.04744067,,
36|*|gene_786667|GeneMark.hmm|3678_aa|+|24725|35761,20956,443195,0.047283927,,
2730|*|gene_630196|GeneMark.hmm|1262_aa|-|35526|39314,8993,190250,0.047269382,,
7805|*|gene_4463873|GeneMark.hmm|948_aa|-|783|3629,3615,76677,0.047145819,,
8060|*|gene_4116134|GeneMark.hmm|938_aa|+|6215|9031,5007,106976,0.046804891,,
9525|*|gene_2950365|GeneMark.hmm|889_aa|+|1|2670,10,214,0.046728972,,
4634|*|gene_123228|GeneMark.hmm|1101_aa|-|8511|11816,7806,167361,0.046641691,,
8770|*|gene_66711|GeneMark.hmm|913_aa|-|17003|19744,14,301,0.046511628,Unknown-restriction endonuclease,
1791|*|gene_271766|GeneMark.hmm|1385_aa|-|1079|5236,11699,252693,0.046297286,,
7840|*|gene_1586671|GeneMark.hmm|946_aa|+|13368|16208,19,411,0.04622871,,
4255|*|gene_2745931|GeneMark.hmm|1126_aa|-|870|4250,4052,87703,0.046201384,,
2619|*|gene_5950|GeneMark.hmm|1277_aa|-|174616|178449,43,935,0.045989305,,
6709|*|gene_1310477|GeneMark.hmm|997_aa|+|4988|7981,3267,71104,0.045946782,,
176|*|gene_4370113|GeneMark.hmm|2398_aa|-|3603|10799,11716,256223,0.045725794,,
12905|*|gene_14128|GeneMark.hmm|806_aa|-|72861|75281,5,110,0.045454545,,
2478|*|gene_4582661|GeneMark.hmm|1298_aa|+|18820|22716,3861,84998,0.045424598,,
2901|*|gene_3266140|GeneMark.hmm|1240_aa|-|64|3786,3983,87784,0.045372733,,
2337|*|gene_4515742|GeneMark.hmm|1315_aa|+|10378|14325,4667,103326,0.045167722,,
6445|*|gene_399797|GeneMark.hmm|1008_aa|+|22600|25626,3722,82415,0.045161682,,
2160|*|gene_1916862|GeneMark.hmm|1334_aa|+|4098|8102,8034,178151,0.045096575,,
11968|*|gene_46986|GeneMark.hmm|826_aa|+|4702|7182,9,203,0.044334975,,
15695|*|gene_3578694|GeneMark.hmm|754_aa|+|1078|3342,86,1941,0.044307058,,
8812|*|gene_656540|GeneMark.hmm|911_aa|+|4480|7215,3638,82167,0.044275682,,
15132|*|gene_1741768|GeneMark.hmm|764_aa|-|10847|13141,6,136,0.044117647,,
6774|*|gene_934919|GeneMark.hmm|993_aa|-|8249|11230,3,68,0.044117647,,
5427|*|gene_1048969|GeneMark.hmm|1057_aa|+|1235|4408,7508,172427,0.043543065,,
6674|*|gene_4321345|GeneMark.hmm|998_aa|+|22239|25235,3581,82669,0.043317326,,
9014|*|gene_2248284|GeneMark.hmm|905_aa|+|3|2720,3577,82588,0.043311377,,
7628|*|gene_127|GeneMark.hmm|954_aa|+|119759|122623,117,2720,0.043014706,,
10573|*|gene_21163|GeneMark.hmm|858_aa|-|11728|14304,3400,79089,0.042989543,,
11366|*|gene_24555|GeneMark.hmm|841_aa|-|29721|32246,11,258,0.042635659,,
7022|*|gene_26946|GeneMark.hmm|980_aa|-|6077|9019,7,165,0.042424242,,
2187|*|gene_4282934|GeneMark.hmm|1333_aa|-|9280|13281,3183,75109,0.04237841,,
15|*|gene_4362550|GeneMark.hmm|4622_aa|-|8866|22734,19523,460690,0.042377738,,
3857|*|gene_4512347|GeneMark.hmm|1155_aa|-|25578|29045,3750,88569,0.042339871,,
391|*|gene_2160889|GeneMark.hmm|2009_aa|-|27068|33097,16440,389605,0.042196584,,
995|*|gene_659712|GeneMark.hmm|1594_aa|+|2|4786,7479,178010,0.042014494,,
13920|*|gene_3565746|GeneMark.hmm|787_aa|-|9022|11385,192,4574,0.041976388,,
4041|*|gene_4459703|GeneMark.hmm|1140_aa|+|13390|16812,9451,228321,0.041393477,,
6695|*|gene_3140653|GeneMark.hmm|997_aa|+|13016|16009,4565,111670,0.040879377,,
4201|*|gene_3600533|GeneMark.hmm|1129_aa|-|12002|15391,3460,85059,0.040677647,,
30|*|gene_421911|GeneMark.hmm|3925_aa|-|7733|19510,26,640,0.040625,,
6982|*|gene_17078|GeneMark.hmm|982_aa|+|19241|22189,3248,80015,0.040592389,,
1232|*|gene_2733888|GeneMark.hmm|1510_aa|-|718|5250,3332,82758,0.040261969,,
11364|*|gene_3807191|GeneMark.hmm|841_aa|+|5572|8097,22,550,0.04,,
10994|*|gene_11650|GeneMark.hmm|848_aa|-|21516|24062,3193,79944,0.039940458,,
2062|*|gene_2731076|GeneMark.hmm|1346_aa|-|9411|13451,4331,108450,0.039935454,,
15386|*|gene_2682466|GeneMark.hmm|760_aa|+|573|2855,3194,80023,0.039913525,,
6211|*|gene_2444440|GeneMark.hmm|1020_aa|-|5668|8730,3340,83701,0.039903944,,
1259|*|gene_3180712|GeneMark.hmm|1502_aa|+|26995|31503,3196,80109,0.039895642,,
9580|*|gene_2660660|GeneMark.hmm|887_aa|+|3328|5991,3481,87353,0.039849805,,
8466|*|gene_26615|GeneMark.hmm|922_aa|-|24843|27611,4,103,0.038834951,,
24|*|gene_120801|GeneMark.hmm|4090_aa|+|6825|19097,27820,718170,0.038737346,,
11236|*|gene_1222550|GeneMark.hmm|843_aa|+|36686|39217,3290,85101,0.038659945,,
13747|*|gene_2118658|GeneMark.hmm|790_aa|+|33025|35397,131,3394,0.038597525,,
3022|*|gene_12427|GeneMark.hmm|1227_aa|+|40896|44579,103,2669,0.038591233,,
15583|*|gene_4533476|GeneMark.hmm|756_aa|+|46|2316,4,104,0.038461538,,
12019|*|gene_3167980|GeneMark.hmm|827_aa|-|213|2696,3229,85141,0.037925324,,
13719|*|gene_3231208|GeneMark.hmm|791_aa|-|581|2956,3826,101594,0.037659704,,
6691|*|gene_4047265|GeneMark.hmm|997_aa|-|15933|18926,20,535,0.037383178,,
2936|*|gene_4812450|GeneMark.hmm|1237_aa|-|8211|11924,458,12299,0.0372388,,
12449|*|gene_158771|GeneMark.hmm|817_aa|+|33262|35715,6137,165023,0.037188756,,
6744|*|gene_1170838|GeneMark.hmm|995_aa|+|19341|22328,2973,80040,0.037143928,,
8116|*|gene_4698703|GeneMark.hmm|936_aa|-|12334|15144,12,324,0.037037037,,
12552|*|gene_3669076|GeneMark.hmm|814_aa|-|15757|18201,2843,76888,0.036975861,,
1001|*|gene_2023162|GeneMark.hmm|1592_aa|-|12388|17166,7105,192594,0.036891077,,
2652|*|gene_290809|GeneMark.hmm|1274_aa|-|6711|10535,2965,80643,0.036766985,,
12091|*|gene_3764783|GeneMark.hmm|825_aa|-|10543|13020,2974,81559,0.0364644,,
3531|*|gene_751794|GeneMark.hmm|1181_aa|+|15265|18810,4357,119653,0.036413629,,
13620|*|gene_396149|GeneMark.hmm|793_aa|-|34237|36618,2819,77845,0.036212987,,
12165|*|gene_624272|GeneMark.hmm|823_aa|+|27641|30112,5976,165193,0.036175867,,
9776|*|gene_2414199|GeneMark.hmm|882_aa|+|10989|13637,4,111,0.036036036,,
6638|*|gene_303416|GeneMark.hmm|999_aa|-|32430|35429,3027,84258,0.035925372,,
23|*|gene_1895027|GeneMark.hmm|4296_aa|-|1511|14398,161,4497,0.035801646,,
2776|*|gene_3676122|GeneMark.hmm|1255_aa|-|5106|8873,5924,165472,0.035800619,,
5952|*|gene_931813|GeneMark.hmm|1031_aa|+|6501|9596,2,56,0.035714286,,
65|*|gene_4047556|GeneMark.hmm|3203_aa|-|2611|12222,23200,650664,0.035655884,,
4361|*|gene_492853|GeneMark.hmm|1118_aa|+|22662|26018,2930,82206,0.035642167,,
6906|*|gene_1809636|GeneMark.hmm|987_aa|-|6816|9779,2965,84298,0.035172839,,
591|*|gene_4258577|GeneMark.hmm|1824_aa|-|20738|26212,2971,84631,0.03510534,,
3491|*|gene_3410509|GeneMark.hmm|1184_aa|+|68|3622,4827,137645,0.035068473,,
3519|*|gene_4643933|GeneMark.hmm|1182_aa|-|2525|6073,5920,169371,0.034952855,,
6846|*|gene_1090316|GeneMark.hmm|990_aa|-|10782|13754,2793,80039,0.034895488,,
4466|*|gene_1867287|GeneMark.hmm|1111_aa|-|22115|25450,15,432,0.034722222,,
11025|*|gene_610140|GeneMark.hmm|848_aa|-|29466|32012,2532,73068,0.034652652,,
11481|*|gene_3775199|GeneMark.hmm|838_aa|+|618|3134,6,174,0.034482759,,
8302|*|gene_3292826|GeneMark.hmm|929_aa|-|5099|7888,11847,343679,0.03447112,,
9104|*|gene_43898|GeneMark.hmm|901_aa|+|20266|22971,5,146,0.034246575,,
1701|*|gene_2707977|GeneMark.hmm|1399_aa|-|3988|8187,5728,167340,0.034229712,,
12293|*|gene_1912022|GeneMark.hmm|820_aa|+|1874|4336,2813,82346,0.034160736,,
7318|*|gene_3534634|GeneMark.hmm|968_aa|+|1066|3972,10136,298418,0.03396578,,
1879|*|gene_17380|GeneMark.hmm|1370_aa|-|11659|15771,466,13754,0.033881053,,
8256|*|gene_937741|GeneMark.hmm|930_aa|-|10116|12908,2860,84554,0.033824538,,
11929|*|gene_494265|GeneMark.hmm|828_aa|-|12306|14792,5415,160170,0.033807829,,
